well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
A370,3-4              ,3,R6S              , ,A370 
A369,4                ,4,R6S              , ,A369 
A370,3-4              ,4,R6S              , ,A370 
A370,3-4              ,4,R6S              , ,A370 
A374,4                ,4,R6S              , ,A374 
A371,4                ,4,R6S              , ,A371 
A372,4                ,4,R6S              , ,A372 
A373,39               ,39,UT06E            , ,A373 
A374,4                ,4,R6S              , ,A374 
A401,3-4              ,3,R6S              , ,A401 
A401,3-4              ,4,R6S              , ,A401 
A401,3-4              ,3,R6S              ,A,A401A
A401,3-4              ,4,R6S              ,A,A401A
A371,4                ,4,R6S              , ,A371 
A402,3                ,3,R6S              , ,A402 
A403,30               ,30,37               , ,A403 
A403,26               ,26,UF98             , ,A403 
A403,38               ,38,UT06W            ,Z,A403Z
A403,4-38             ,4,R6S-UT06W        ,A,A403A
A403,4-38             ,38,R6S-UT06W        ,A,A403A
A404,3                ,3,R6S              , ,A404 
A404,3                ,3,R6S              ,A,A404A
A405,39               ,39,UT06E            , ,A405 
A402,3                ,3,R6S              , ,A402 
A406,3                ,3,R6S              , ,A406 
A407,39               ,39,UT06E            , ,A407 
A408,39               ,39,UT06E            , ,A408 
A408,39               ,39,UT06E            ,A,A408A
A409,39               ,39,UT06E            , ,A409 
A410,39               ,39,UT06E            , ,A410 
A410,39               ,39,UT06E            ,A,A410A
A411,39               ,39,UT06E            , ,A411 
A412,39               ,39,UT06E            , ,A412 
A412,39               ,39,UT06E            , ,A412 
A412,39               ,39,UT06E            ,A,A412A
A412,39               ,39,UT06E            ,B,A412B
A413,39               ,39,UT06E            , ,A413 
A414,38               ,38,UT06W            , ,A414 
A530,39               ,39,UT06E            , ,A530 
A530,39               ,39,UT06E            ,A,A530A
A530,39               ,39,UT06E            ,B,A530B
A531,39               ,39,UT06E            , ,A531 
A532,39               ,39,UT06E            , ,A532 
A532,4-39             ,4,R6S-UT06E        ,A,A532A
A532,4-39             ,39,R6S-UT06E        ,A,A532A
A533,39               ,39,UT06E            , ,A533 
A535,4                ,4,R6S              , ,A535 
A540,39               ,39,UT06E            , ,A540 
A544,38               ,38,UT06W            , ,A544 
A547,39               ,39,UT06E            , ,A547 
A547,4-39             ,4,R6S-UT06E        ,A,A547A
A547,4-39             ,39,R6S-UT06E        ,A,A547A
A548,38               ,38,UT06W            , ,A548 
A548,38               ,38,UT06W            ,A,A548A
A552,3                ,3,R6S              , ,A552 
A539,4                ,4,R6S              , ,A539 
A534,3                ,3,R6S              , ,A534 
A553,38               ,38,UT06W            , ,A553 
A554,38               ,38,UT06W            , ,A554 
A557,38               ,38,UT06W            , ,A557 
A564,38               ,38,UT06W            , ,A564 
A566,38               ,38,UT06W            , ,A566 
A567,35               ,35,T05              , ,A567 
A566,38               ,38,UT06W            , ,A566 
A569,38               ,38,UT06W            , ,A569 
A570,38               ,38,UT06W            , ,A570 
A629,38               ,38,UT06W            , ,A629 
A635,3-38             ,38,R6N-UT06W        , ,A635 
A643,3                ,3,R6N              , ,A643 
A635,38               ,38,UT06W            , ,A635 
A640,3                ,3,R6N-R6S          , ,A640 
A643,3                ,3,R6N              , ,A643 
A646,38               ,38,UT06W            , ,A646 
A569,3-4-38           ,3,R6N-R6S-UT06W    , ,A569 
A569,3-4-38           ,4,R6N-R6S-UT06W    , ,A569 
A569,3-4-38           ,38,R6N-R6S-UT06W    , ,A569 
A635,3-38             ,3,R6N-UT06W        , ,A635 
A654,3                ,3,R6N              , ,A654 
A656,3-38             ,3,R6N-UT06W        , ,A656 
A656,3-38             ,38,R6N-UT06W        , ,A656 
A661,35               ,35,T05              , ,A661 
A662,35               ,35,T05              , ,A662 
A663,3-4              ,3,R6S              , ,A663 
A663,3-4              ,4,R6S              , ,A663 
A663,3-4              ,3,R6S              ,A,A663A
A663,3-4              ,4,R6S              ,A,A663A
A664,3                ,3,R6S              , ,A664 
A664,3                ,3,R6S              ,A,A664A
A665,38               ,38,UT06W            , ,A665 
A666,3-4              ,3,R6S              , ,A666 
A666,3-4              ,4,R6S              , ,A666 
A666,3-4              ,3,R6S              ,A,A666A
A666,3-4              ,4,R6S              ,A,A666A
A667,35               ,35,T05              , ,A667 
A668,3                ,3,R6S              , ,A668 
A668,3                ,3,R6S              , ,A668 
A668,3                ,3,R6S              , ,A668 
A669,3                ,3,R6N              , ,A669 
A669,3                ,3,R6N              , ,A669 
A670,3                ,3,R6N-R6S          , ,A670 
A670,3                ,3,R6S              ,A,A670A
A671,38               ,38,UT06W            , ,A671 
A672,3                ,3,R6N              , ,A672 
A672,3                ,3,R6N              ,A,A672A
A672,3                ,3,R6N              ,A,A672A
A669,3                ,3,R6N              , ,A669 
A673,38               ,38,UT06W            , ,A673 
A703,3                ,3,R6N              , ,A703 
A673,38               ,38,UT06W            , ,A673 
A703,3                ,3,R6N              ,A,A703A
A704,3                ,3,R6N              , ,A704 
A705,35               ,35,T05              , ,A705 
A706,3                ,3,R6N              , ,A706 
A706,3                ,3,R6N              ,A,A706A
A707,35               ,35,T05              , ,A707 
A708,2-3              ,2,R6N              , ,A708 
A708,2-3              ,3,R6N              , ,A708 
A708,2-3              ,2,R6N              ,A,A708A
A704,3                ,3,R6N              , ,A704 
A708,2-3              ,3,R6N              ,A,A708A
A709,3                ,3,R6N              , ,A709 
A712,38               ,38,UT06W            , ,A712 
A710,3                ,3,R6N              , ,A710 
A711,35               ,35,T05              , ,A711 
A712,38               ,38,UT06W            , ,A712 
C712,22               ,22,R90S             , ,C712 
C712,22               ,22,R90S             , ,C712 
C712,22               ,22,R90S             , ,C712 
C712,16               ,16,R08B             ,A,C712A
C713,16               ,16,R08B             , ,C713 
C713,16               ,16,R08B             , ,C713 
C713,16               ,16,R08B             ,A,C713A
C714,16               ,16,R08B             , ,C714 
C715,15               ,15,R08A             , ,C715 
C716,42               ,42,TE90N            , ,C716 
C716,42               ,42,TE90N            ,A,C716A
C717,16               ,16,R08B             , ,C717 
C718,17-33            ,17,R90N             , ,C718 
C718,17-33            ,17,R90N             , ,C718 
C718,17-33            ,33,R90N             , ,C718 
C719,33               ,33,R90N             , ,C719 
C718,17-33            ,33,R90N             , ,C718 
C720,16-17            ,16,R08B-R90N        , ,C720 
C720,16-17            ,17,R08B-R90N        , ,C720 
C721,43               ,43,TE90S            , ,C721 
C721,43               ,43,TE90S            ,A,C721A
C732,22               ,22,R90S             ,A,C732A
C731,33               ,33,R90N             , ,C731 
C731,33               ,33,R90N             , ,C731 
C731,33               ,33,R90N             ,A,C731A
C732,33               ,33,R90N             , ,C732 
C732,22               ,22,R90S             ,A,C732A
C731,33               ,33,R90N             ,A,C731A
C732,22               ,22,R90S             ,A,C732A
C732,22               ,22,R90S             ,A,C732A
C733,16               ,16,R08B             , ,C733 
C733,16               ,16,R08B             , ,C733 
C733,16               ,16,R08B             ,A,C733A
C734,33               ,33,R90N             , ,C734 
C735,22               ,22,R90S             , ,C735 
C735,22               ,22,R90S             ,A,C735A
C735,22               ,22,R90S             ,A,C735A
C736,45               ,45,UF90             , ,C736 
C736,45               ,45,UF90             , ,C736 
C737,22               ,22,R90S             , ,C737 
C738,33               ,33,R90N             , ,C738 
C739,17-33            ,17,R90N             , ,C739 
C739,17-33            ,33,R90N             , ,C739 
C739,17-33            ,17,R90N             ,A,C739A
C739,17-33            ,33,R90N             ,A,C739A
C740,33               ,33,R90N             , ,C740 
C741,16               ,16,R08B             , ,C741 
C742,17-33            ,17,R90N             , ,C742 
C737,22               ,22,R90S             , ,C737 
C738,33               ,33,R90N             , ,C738 
C742,17-33            ,33,R90N             , ,C742 
C743,17-33            ,33,R90N             , ,C743 
C744,17-33            ,17,R90N             , ,C744 
C743,17-33            ,17,R90N             , ,C743 
C743,17-33            ,33,R90N             , ,C743 
C744,17-33            ,33,R90N             , ,C744 
C744,17-33            ,17,R90N             , ,C744 
C744,17-33            ,33,R90N             , ,C744 
C746,17               ,17,R90N             , ,C746 
C747,17               ,17,R90N             , ,C747 
C743,17-33            ,17,R90N             , ,C743 
C748,16               ,16,R08B             , ,C748 
C758,17               ,17,R90N             , ,C758 
C759,16               ,16,R08B             , ,C759 
C760,42               ,42,TE90N            , ,C760 
C761,16               ,16,R08B             , ,C761 
C762,33               ,33,R90N             , ,C762 
C766,16               ,16,R08B             , ,C766 
C767,17               ,17,R90N             , ,C767 
C768,32               ,32,R90N             , ,C768 
C768,33               ,33,R90N             ,A,C768A
C769,17               ,17,R90N             , ,C769 
C768,33               ,33,R90N             ,A,C768A
C762,33               ,33,R90N             , ,C762 
C769,17               ,17,R90N             ,A,C769A
C801,17-33            ,17,R90N             , ,C801 
C801,17-33            ,33,R90N             , ,C801 
C801,17-33            ,17,R90N             ,A,C801A
C801,17-33            ,33,R90N             ,A,C801A
C803,43               ,43,TE90S            , ,C803 
C802,45               ,45,UF90             , ,C802 
C803,42-43            ,42,TE90N-TE90S      , ,C803 
C803,42-43            ,43,TE90N-TE90S      , ,C803 
C802,45               ,45,UF90             , ,C802 
C804,17               ,17,R90N             , ,C804 
C804,17               ,17,R90N             ,A,C804A
C805,17               ,17,R90N             , ,C805 
C806,17-42            ,17,R90N-TE90N       , ,C806 
C806,17-42            ,42,R90N-TE90N       , ,C806 
C806,42               ,42,TE90N            , ,C806 
C806,17-42            ,17,R90N-TE90N       , ,C806 
C806,17-42            ,42,R90N-TE90N       , ,C806 
C806,42               ,42,TE90N            , ,C806 
C805,17               ,17,R90N             , ,C805 
C806,42               ,42,TE90N            ,A,C806A
C807,17-33            ,17,R90N             , ,C807 
C807,17-33            ,33,R90N             , ,C807 
C807,17-33            ,17,R90N             , ,C807 
C807,17-33            ,33,R90N             , ,C807 
C807,17-33            ,17,R90N             ,A,C807A
C807,17-33            ,33,R90N             ,A,C807A
C808,17               ,17,R90N             , ,C808 
C809,16               ,16,R08B             , ,C809 
C809,16               ,16,R08B             ,A,C809A
